X,Y,Angle,Velocity
95.6889711618423,123.924883971456,45.099983215332,2.17222226990594
97.8761054500937,125.985327112023,44.1551895141602,2.08333333333333
100.072763256729,128.045613332186,46.0118217468262,1.63888891537984
102.119411878288,130.252586826682,49.2087478637695,1.80000000529819
104.072098344564,132.538763746619,51.351016998291,2.0722222328186
105.977711752057,134.858997539151,49.439453125,2.05555558204651
108.052564550191,137.04332017852,47.7256393432617,2.27499988343981
110.118075326085,139.23889048351,47.3960571289063,2.55833334392971
112.239815458655,141.378067402169,45.3087196350098,2.283333407508
114.370895903558,143.505997434724,46.5391502380371,1.94722228580051
116.445745289326,145.690321602859,48.0442314147949,2.00277778837416
118.511252660304,147.885893428698,46.9016876220703,2.23055548138089
120.623648203909,150.036319191568,47.6816940307617,2.15555561913384
122.698311850429,152.209554537199,47.055492401123,2.283333407508
124.772974658757,154.382790263277,47.3960571289063,2.40277767181396
126.838478613645,156.578363598324,47.9123992919922,2.38611115349664
128.913506072015,158.773779993877,48.3628273010254,2.33333322736952
130.941277306527,160.992163242307,48.7253646850586,2.3888889948527
132.978388860822,163.199299579021,46.5171775817871,2.40277767181396
135.109277613461,165.316143537406,45.2977333068848,2.13611112700568
137.27789651975,167.410178752616,46.6819686889648,2.36666679382324
139.362077713013,169.58325982932,47.9893035888672,2.67777787314521
141.370979204774,171.813049496152,49.0659294128418,2.716666592492
143.389404200017,174.042682215106,48.5386009216309,2.62777778837416
145.435851860791,176.238573520444,47.615779876709,2.46944453981188
147.567101813853,178.377599726897,44.9791374206543,2.34444432788425
149.75439793244,180.449142810423,44.2211036682129,2.39722225401137
151.932352025062,182.531933570746,45.154914855957,2.37777789433797
154.054258238524,184.68220824562,47.4839477539063,2.34166675143772
156.119750268757,186.87778688781,48.1101493835449,2.37777789433797
158.138169314712,189.107422218658,49.494384765625,2.05555558204651
160.109698526561,191.382204169407,50.4831237792969,2.05000003178914
162.184529185295,193.566536661237,45.9788627624512,2.14166667726305
164.306064844131,195.694633330684,47.7805671691895,2.15277777777778
166.352687157691,197.901618347038,48.5935325622559,2.14166667726305
168.427332133055,200.074862022419,46.5721092224121,2.29999992582533
170.558206412941,202.191712617874,46.0337944030762,2.45833343929715
172.632849693298,204.364957060199,48.8571968078613,2.28611098395454
174.669944316149,206.5721008447,48.3078956604004,2.26388878292508
176.791657999158,208.711289799307,40.5847396850586,2.24166658189562
179.287017665803,210.400590051431,31.6311492919922,1.84722224871318
181.976893045008,211.753889519256,23.5564346313477,1.48333337571886
184.89462043345,212.482220409904,6.05574035644531,1.77777780426873
187.880487073213,212.14450082276,345.775581359863,1.76111115349664
190.583559922874,210.835269115865,326.791778564453,1.94722228580051
192.91482238844,208.933156221639,318.013961791992,1.48888892597622
195.032705955207,206.801614402328,318.310577392578,1.85277779897054
197.276420406997,204.790018288884,318.750030517578,2.23055548138089
199.491196606308,202.756714536808,318.343536376953,2.0861111746894
201.686558876187,200.701545881573,317.838180541992,2.03888893127441
203.862690299749,198.635602266062,317.409729003906,2.30555560853746
206.029115185142,196.558726432268,316.860427856445,2.42499987284342
208.176126129925,194.45998566132,316.464935302734,2.54722224341498
210.313247453421,192.339222703595,315.882675170898,2.56388876173231
212.42143053934,190.196752028074,315.201553344727,2.20000002119276
214.539138808846,188.054124585818,316.89338684082,2.34166675143772
216.705384925008,185.966161218006,317.014236450195,2.39722225401137
218.871631909162,183.878198344726,316.629730224609,2.8083332379659
221.018648043275,181.77946046507,318.519317626953,2.21666667196486
223.457253012806,180.030884798616,329.483345031738,2.06666668256124
226.140557367355,178.677617499139,339.392715454102,2.07777778307597
229.032843481749,177.864457050804,348.060668945313,2.21666667196486
231.996743001044,177.34962568013,355.772842407227,2.25000010596381
235.00587945804,177.266674546059,0.562736511230469,1.78888890478346
238.007505238056,177.305871002376,2.66106414794922,2.05555558204651
241.01022926718,177.411608046386,2.60613250732422,2.16666671964857
244.012220978737,177.472986124456,2.35345458984375,2.18888892067803
247.013846497983,177.512185145635,1.00218200683594,2.11944447623359
250.023714948446,177.473598138895,359.793716430664,2.33888891008165
253.02314383164,177.379719419405,358.695121765137,2.64166673024495
256.022206638008,177.263661650009,0.233161926269531,2.56944444444444
259.033173248172,177.291616952047,2.39739990234375,2.52777788374159
262.035896703601,177.397359994706,2.45233154296875,2.14722222752041
265.038253989071,177.48092398094,2.40838623046875,2.66666677263048
268.049769435078,177.542151727248,2.21063995361328,2.83055543899536
271.051760476083,177.603537522722,1.88105773925781,2.72500011656019
274.053568404168,177.653834216297,1.73824310302734,2.64444457160102
277.057206429541,177.815031310078,6.87969207763672,2.56944444444444
280.018530126661,178.298623811919,12.965934753418,2.31666670905219
282.891015712172,179.171937276609,23.6443252563477,2.54722224341498
285.525751002133,180.648195492104,35.8827285766602,2.59722232818604
287.890319593251,182.494980749674,40.8923454284668,2.59722232818604
290.096268098801,184.544057534076,44.4188537597656,2.30555560853746
292.161730110645,186.739661644213,49.494384765625,2.43333339691162
294.189460035414,188.958074696362,48.1980361938477,2.22777790493435
296.273602966219,191.131185311824,46.4402770996094,1.95833338631524
298.423134204,193.225566507783,44.9461784362793,2.1944444709354
300.526141040027,195.387273631059,49.0329704284668,2.50555568271213
302.47895412147,197.684575101826,51.9772186279297,2.65555567211575
304.31893869862,200.07248240849,54.5259704589844,2.1777778201633
306.045911837369,202.53990553366,56.9758491516113,2.16111116939121
307.725628696382,205.03029458737,56.0310554504395,2.17222226990594
309.499855760485,207.474752556067,53.9107551574707,2.3888889948527
311.358519747853,209.840166766196,51.6805992126465,2.23888900544908
313.311144910753,212.126380119938,49.7360763549805,2.37500005298191
315.301500424743,214.389785310719,50.5380554199219,2.43333339691162
317.225917033851,216.698650675826,50.4062232971191,2.49166674084134
319.26316037029,218.916911015287,47.7915534973145,2.49166674084134
321.309561189264,221.112834671512,48.1980361938477,2.42222229639689
323.346802834421,223.331095742062,48.6814193725586,2.58611122767131
325.374702326953,225.560604263097,49.0549430847168,2.79444456100464
327.383552428335,227.79042742122,49.439453125,3.05833339691162
329.364377781749,230.05399219133,49.6921310424805,2.88611120647854
331.410957347602,232.261007613037,47.6926803588867,2.82777786254883
333.532449472696,234.389136675745,45.638298034668,2.87500010596381
335.663465000689,236.517109008972,46.5171775817871,2.7111111746894
337.74740723893,238.679137235507,47.3960571289063,2.68888897365994
339.812848970294,240.874749955256,48.2639503479004,2.71388901604546
341.850082989782,243.093014328275,48.3847961425781,2.8027778201633
343.915340073407,245.277537837625,47.9123992919922,2.66944434907701
345.961913704872,247.484555867501,47.4290161132813,2.7027776506212
348.074058558792,249.623934717383,45.2757606506348,2.67500003178914
350.205251064152,251.762999726925,47.8025398254395,2.48888889948527
352.289187360555,253.925030613784,46.4622497558594,2.57777770360311
354.410670969635,256.053163574077,45.8470306396484,2.45833343929715
356.522812414914,258.192543993704,46.6490097045898,2.72500011656019
358.606929097325,260.365665989928,47.494930267334,2.84722222222222
360.709727544338,262.516294248868,45.7481575012207,2.74999989403619
362.868755891919,264.610530498903,45.8140754699707,2.61944452921549
364.924663174897,266.806304876227,48.9450836181641,2.16666671964857
366.943021465093,269.035977891181,47.7256393432617,1.6611111164093
